booking_id,guest_id,host_id,listing_id,nights,days_until_checkin_at_ticket,total_booking_value,booking_status,cancelled_by
B000468,G02115,H01495,L01229,4,17,791.98,cancelled,host
B000469,G00611,H00250,L00520,2,3,321.69,completed,none
B000470,G01190,H00971,L00337,9,1,1773.28,completed,none
B000471,G03668,H01441,L01417,4,20,1031.35,completed,none
B000472,G00832,H01471,L02596,7,2,905.69,completed,none
B000473,G03474,H00254,L01055,7,9,470.14,completed,none
B000474,G02070,H00217,L02157,7,23,1991.11,completed,none
B000475,G01310,H00590,L01255,7,29,1647.44,completed,none
B000476,G03078,H00437,L01605,6,23,874.77,completed,none
B000477,G03862,H01149,L02816,6,26,1062.2,completed,none
B000478,G01611,H01286,L01387,3,41,617.81,completed,none
B000479,G01139,H01347,L00452,8,10,4651.62,completed,none
B000480,G01821,H00787,L01315,8,6,985.03,cancelled,host
B000481,G00686,H00476,L02496,7,6,1541.72,completed,none
B000482,G02342,H00398,L00568,1,31,286.71,completed,none
B000483,G01038,H00676,L01035,9,40,2559.0,cancelled,guest
B000484,G02080,H00856,L01142,2,20,1039.21,completed,none
B000485,G01698,H00759,L00909,9,22,2283.66,completed,none
B000486,G02653,H00796,L01096,9,19,2020.1,completed,none
B000487,G00345,H01210,L02669,1,15,201.85,completed,none
B000488,G01246,H00441,L02461,5,39,632.34,completed,none
B000489,G03429,H00931,L02530,4,29,771.4,completed,none
B000490,G02070,H01463,L02321,7,17,1138.97,completed,none
B000491,G00712,H00164,L01451,6,5,951.76,completed,none
B000492,G00877,H00101,L00212,9,28,2026.74,completed,none
B000493,G02617,H00759,L00909,1,18,321.88,completed,none
B000494,G02971,H00816,L01418,4,12,823.01,completed,none
B000495,G01450,H00446,L01880,4,-2,387.18,cancelled,host
B000496,G03326,H00948,L01572,2,24,136.47,completed,none
B000497,G00213,H00705,L02900,8,15,2008.0,completed,none
B000498,G03588,H00011,L01807,5,11,727.75,completed,none
B000499,G03469,H01163,L00253,2,42,221.66,completed,none
B000500,G03590,H00375,L02162,9,7,1190.91,completed,none
B000501,G02786,H01217,L01203,7,29,879.98,completed,none
B000502,G02484,H00302,L01863,3,40,458.97,cancelled,host
B000503,G02254,H00011,L02335,5,2,748.41,cancelled,host
B000504,G01618,H01145,L01974,9,-2,3948.67,completed,none
B000505,G00258,H00035,L01986,5,20,645.94,completed,none
B000506,G03025,H00291,L00687,9,40,1792.64,completed,none
B000507,G02828,H00365,L02974,3,29,626.38,completed,none
B000508,G02124,H01179,L02119,8,44,1457.35,cancelled,guest
B000509,G02012,H00749,L01136,7,40,982.73,completed,none
B000510,G03458,H00763,L01069,4,9,503.88,completed,none
B000511,G03385,H00126,L00123,1,30,109.56,completed,none
B000512,G03189,H00028,L01065,2,5,238.97,completed,none
B000513,G00750,H00015,L00447,7,5,738.75,completed,none
B000514,G01241,H00376,L01500,6,8,411.76,completed,none
B000515,G00418,H01328,L00443,3,40,401.7,completed,none
B000516,G03640,H01014,L02351,3,18,750.38,completed,none
B000517,G02243,H00182,L01661,5,42,859.88,completed,none
B000518,G00890,H00572,L00672,6,30,640.68,cancelled,guest
B000519,G02391,H00737,L01752,4,13,430.77,completed,none
B000520,G00584,H01380,L02945,6,7,1145.84,completed,none
B000521,G03020,H00172,L00388,3,15,341.31,active,none
B000522,G02138,H00315,L01421,3,31,529.94,active,none
B000523,G03123,H00533,L02210,9,12,1595.83,completed,none
B000524,G02305,H00759,L00909,7,33,1773.27,completed,none
B000525,G02259,H00395,L00998,4,18,1740.13,active,none
B000526,G02382,H00470,L02129,3,1,420.59,completed,none
B000527,G01035,H00435,L02049,7,30,1083.55,completed,none
B000528,G02561,H00001,L01016,8,20,866.2,completed,none
B000529,G00806,H01128,L02430,9,29,1895.17,completed,none
B000530,G02742,H00513,L02882,6,6,1358.53,completed,none
B000531,G00207,H01482,L01000,7,41,752.78,completed,none
B000532,G00239,H01444,L02426,5,2,377.36,completed,none
B000533,G01586,H00339,L02059,3,34,941.26,completed,none
B000534,G03391,H00697,L01843,1,21,334.84,completed,none
B000535,G01627,H00461,L00207,9,23,3013.4,completed,none
B000536,G01059,H00174,L01937,1,17,144.09,completed,none
B000537,G01942,H01367,L02173,5,30,683.93,completed,none
B000538,G01478,H00475,L00418,6,15,1926.48,completed,none
B000539,G01469,H00496,L01079,6,34,821.42,completed,none
B000540,G01934,H01442,L00073,1,31,130.9,completed,none
B000541,G01849,H01370,L01696,4,3,483.91,completed,none
B000542,G02790,H00436,L02191,9,17,829.13,completed,none
B000543,G03490,H01392,L02390,6,27,1527.08,completed,none
B000544,G02882,H00417,L02717,7,26,1756.58,completed,none
B000545,G00052,H00134,L02733,5,11,955.73,active,none
B000546,G01902,H00495,L00327,1,38,288.0,completed,none
B000547,G02153,H00298,L00064,4,5,825.27,active,none
B000548,G02672,H00822,L02504,8,25,1549.35,completed,none
B000549,G03954,H00056,L00864,1,26,82.21,completed,none
B000550,G03032,H00663,L00975,2,11,392.49,completed,none
B000551,G00748,H01430,L01283,1,23,168.52,completed,none
B000552,G01639,H00148,L02025,3,31,320.9,completed,none
B000553,G01395,H00165,L01286,6,19,1077.69,completed,none
B000554,G00803,H00872,L02141,1,21,167.24,completed,none
B000555,G00802,H00764,L00834,5,37,701.68,completed,none
B000556,G01142,H00979,L01205,4,-2,357.93,completed,none
B000557,G00585,H00160,L02758,5,8,1031.47,completed,none
B000558,G02679,H00854,L01369,1,38,165.74,completed,none
B000559,G02060,H00885,L01431,5,12,597.98,completed,none
B000560,G00023,H01095,L00633,2,22,242.28,completed,none
B000561,G03908,H00461,L00207,7,44,2312.73,completed,none
B000562,G03152,H00754,L00497,8,14,1611.8,completed,none
B000563,G01624,H00256,L00317,1,15,366.86,completed,none
B000564,G00204,H01465,L00967,3,26,536.06,completed,none
B000565,G00997,H00915,L02799,2,21,154.79,completed,none
B000566,G02252,H00009,L02360,3,4,939.69,completed,none
B000567,G00139,H01108,L01182,7,28,2803.82,completed,none
B000568,G03932,H00256,L01620,7,0,1452.14,completed,none
B000569,G01006,H00789,L01802,4,12,443.6,completed,none
B000570,G03403,H00061,L00541,3,-1,600.39,completed,none
B000571,G00600,H01438,L02546,3,31,304.8,completed,none
B000572,G01820,H00551,L00394,2,40,346.02,active,none
B000573,G03586,H00375,L02162,9,33,1053.58,completed,none
B000574,G01401,H01157,L01715,2,44,309.23,completed,none
B000575,G03999,H01102,L02789,2,4,292.96,completed,none
B000576,G00875,H00201,L00985,7,42,1077.0,completed,none
B000577,G03860,H00605,L02237,1,6,196.05,completed,none
B000578,G00953,H01295,L01435,8,29,1957.09,completed,none
B000579,G00424,H00740,L02761,8,38,1747.39,completed,none
B000580,G01542,H00361,L01806,1,39,237.87,completed,none
B000581,G02818,H00124,L00927,7,38,708.7,cancelled,guest
B000582,G03399,H00856,L01142,5,28,2682.61,completed,none
B000583,G02310,H00008,L02763,8,21,2356.51,completed,none
B000584,G02191,H00822,L02504,3,-1,591.92,completed,none
B000585,G02580,H00422,L02513,7,8,974.09,completed,none
B000586,G01166,H00741,L01977,1,-1,150.47,completed,none
B000587,G02852,H00006,L01372,7,5,2445.99,active,none
B000588,G00413,H00574,L00152,2,0,532.82,completed,none
B000589,G02424,H00989,L02956,1,17,388.28,completed,none
B000590,G01080,H00481,L00112,6,6,1635.37,completed,none
B000591,G03757,H00668,L02404,6,8,740.16,completed,none
B000592,G03837,H00339,L02059,3,25,910.2,completed,none
B000593,G02779,H01293,L01020,4,23,512.77,completed,none
B000594,G03014,H01288,L02092,4,21,1495.17,completed,none
B000595,G02012,H00986,L00290,6,34,353.72,completed,none
B000596,G02271,H00073,L00853,1,40,181.28,completed,none
B000597,G02260,H00638,L00630,2,10,466.0,completed,none
B000598,G03527,H00372,L01733,9,17,1200.99,completed,none
B000599,G00174,H00772,L02220,9,28,966.94,cancelled,host
B000600,G01007,H00411,L01764,3,15,724.79,cancelled,host
B000601,G00069,H00565,L02493,4,23,1588.22,completed,none
B000602,G02013,H00262,L00816,5,34,601.0,completed,none
B000603,G00834,H00944,L02245,1,-1,153.55,completed,none
B000604,G01486,H00997,L00754,4,24,1807.31,completed,none
B000605,G02139,H00877,L00753,4,16,785.14,cancelled,guest
B000606,G02874,H00357,L01106,5,15,795.15,completed,none
B000607,G03323,H01352,L00480,9,0,1114.22,completed,none
B000608,G02063,H00192,L01412,6,38,816.92,completed,none
B000609,G03804,H01382,L01888,5,23,924.24,completed,none
B000610,G00539,H00139,L02452,6,42,1027.75,completed,none
B000611,G02244,H00633,L00590,7,22,1283.45,completed,none
B000612,G01053,H00798,L00666,6,36,1472.66,cancelled,guest
B000613,G01201,H00624,L01245,3,-2,1280.03,completed,none
B000614,G00697,H01363,L00004,8,-2,1302.62,completed,none
B000615,G00523,H00064,L02198,9,27,2755.9,completed,none
B000616,G03240,H00776,L01709,7,-1,1589.96,completed,none
B000617,G00257,H00224,L01320,7,25,1630.17,completed,none
B000618,G01813,H00806,L00468,1,24,212.0,completed,none
B000619,G01316,H00182,L00192,8,5,1682.12,active,none
B000620,G00187,H00530,L02760,5,44,579.61,completed,none
B000621,G00436,H00359,L00837,9,22,2095.6,active,none
B000622,G03406,H00568,L01366,3,16,451.2,active,none
B000623,G01329,H01339,L01958,2,10,466.09,active,none
B000624,G01745,H00961,L01487,3,28,373.52,cancelled,guest
B000625,G01284,H00655,L00656,2,1,208.01,completed,none
B000626,G03168,H00360,L02573,5,3,557.82,completed,none
B000627,G02219,H00482,L00526,3,32,341.98,completed,none
B000628,G03842,H00594,L01577,8,10,1366.08,completed,none
B000629,G01586,H00068,L01475,3,5,378.23,completed,none
B000630,G02716,H00349,L01652,9,20,1044.88,completed,none
B000631,G01249,H00436,L02555,7,32,1911.94,completed,none
B000632,G00127,H01451,L02265,2,39,300.51,completed,none
B000633,G03975,H00944,L02245,6,10,1053.59,completed,none
B000634,G01452,H01088,L01015,7,44,657.3,active,none
B000635,G00411,H01286,L00479,7,19,1153.29,completed,none
B000636,G02310,H00215,L00619,4,37,368.22,completed,none
B000637,G01779,H00133,L02469,6,39,852.9,completed,none
B000638,G00389,H00879,L01673,7,26,1759.84,completed,none
B000639,G00819,H00805,L00557,6,3,1180.86,active,none
B000640,G01541,H00141,L01724,3,13,388.31,active,none
B000641,G02837,H00330,L02296,8,20,1362.27,completed,none
B000642,G00406,H01380,L02407,6,36,1507.89,cancelled,host
B000643,G02296,H01267,L00781,5,37,897.05,completed,none
B000644,G03163,H00506,L01481,2,29,203.91,completed,none
B000645,G00985,H01236,L01756,2,20,261.75,completed,none
B000646,G00443,H00687,L00904,1,0,146.14,completed,none
B000647,G03232,H00264,L02301,5,6,672.91,cancelled,guest
B000648,G02540,H01058,L01045,4,3,1054.09,completed,none
B000649,G01495,H01451,L00963,5,1,542.19,cancelled,host
B000650,G03470,H00446,L01880,6,17,549.18,completed,none
B000651,G03850,H01264,L01713,4,34,811.44,completed,none
B000652,G03816,H00739,L01390,6,2,1005.23,active,none
B000653,G03604,H00315,L01421,3,39,480.78,completed,none
B000654,G00597,H00574,L00152,5,11,1313.42,completed,none
B000655,G01291,H00686,L00731,5,0,1446.26,completed,none
B000656,G02444,H00284,L02368,2,16,398.73,active,none
B000657,G02786,H00537,L02661,7,24,2052.55,completed,none
B000658,G02215,H00359,L00837,1,27,220.03,completed,none
B000659,G00179,H01439,L00131,5,32,1061.54,completed,none
B000660,G02033,H00752,L02155,4,-1,1155.36,completed,none
B000661,G02327,H00587,L00529,4,-1,2646.38,completed,none
B000662,G01201,H00420,L01762,2,12,411.48,completed,none
B000663,G02818,H00703,L00527,2,5,333.78,completed,none
B000664,G01751,H01147,L00771,6,27,1651.34,cancelled,guest
B000665,G00185,H00381,L01725,5,35,1028.45,completed,none
B000666,G01145,H00196,L00122,6,20,1666.24,active,none
B000667,G00931,H00684,L00022,7,28,979.18,completed,none
B000668,G01915,H00647,L02866,7,30,862.06,completed,none
B000669,G01399,H00068,L01475,1,1,136.06,cancelled,guest
B000670,G01868,H01104,L01428,9,36,1820.18,completed,none
B000671,G00182,H00661,L01377,8,7,1860.2,cancelled,guest
B000672,G01393,H00841,L01786,8,-2,2520.83,completed,none
B000673,G02330,H00969,L02289,4,23,679.0,completed,none
B000674,G00265,H01368,L00358,1,36,240.87,completed,none
B000675,G02280,H01499,L01690,6,42,614.29,active,none
B000676,G02838,H00493,L00275,7,30,1458.66,completed,none
B000677,G00948,H00502,L01708,9,25,933.36,cancelled,host
B000678,G03184,H00525,L00402,2,27,192.22,completed,none
B000679,G00934,H01373,L02677,5,6,747.56,completed,none
B000680,G01851,H01361,L00145,4,32,373.56,completed,none
B000681,G00267,H01265,L00234,5,39,921.91,completed,none
B000682,G03857,H00676,L02821,5,31,698.36,completed,none
B000683,G02669,H00361,L01806,4,43,1011.99,active,none
B000684,G03922,H00185,L00741,5,3,1300.88,active,none
B000685,G02917,H00731,L02481,3,16,595.81,completed,none
B000686,G01409,H00000,L01471,6,27,1163.22,completed,none
B000687,G03368,H00991,L02208,7,16,1290.4,completed,none
B000688,G00195,H01178,L02970,9,8,1100.55,completed,none
B000689,G03959,H00324,L01352,7,15,802.3,completed,none
B000690,G01576,H00851,L02912,8,14,1510.68,completed,none
B000691,G03295,H01109,L00744,1,7,244.65,completed,none
B000692,G00018,H00812,L01936,6,13,482.23,completed,none
B000693,G01713,H01130,L01903,7,4,921.48,completed,none
B000694,G00864,H00674,L01447,5,29,491.51,active,none
B000695,G01495,H01098,L02319,3,37,622.32,completed,none
B000696,G02153,H00313,L02324,1,6,163.06,cancelled,guest
B000697,G02840,H01293,L02090,2,16,235.47,completed,none
B000698,G02348,H00019,L02726,2,22,478.07,completed,none
B000699,G02548,H00069,L02229,2,31,514.36,completed,none
B000700,G00572,H01241,L02632,7,38,1843.53,completed,none
B000701,G00423,H01196,L00349,6,-2,721.25,completed,none
B000702,G02301,H00776,L01709,1,0,221.14,completed,none
B000703,G02409,H00853,L00471,2,29,277.04,cancelled,host
B000704,G01856,H00699,L00265,5,13,457.14,completed,none
B000705,G03962,H00392,L02741,2,19,269.03,completed,none
B000706,G02678,H00517,L02337,3,2,1038.67,cancelled,guest
B000707,G01310,H01343,L02941,1,4,129.41,active,none
B000708,G02755,H01475,L00886,2,31,258.98,cancelled,guest
B000709,G03421,H00201,L00985,2,38,303.07,cancelled,host
B000710,G03659,H01434,L02872,1,12,236.62,completed,none
B000711,G02762,H00836,L00667,9,43,2689.51,completed,none
B000712,G00403,H00170,L01156,8,32,1499.05,completed,none
B000713,G03942,H00958,L02293,6,29,2837.74,completed,none
B000714,G00492,H00502,L01858,7,43,623.85,completed,none
B000715,G01456,H00101,L02118,9,22,1881.87,completed,none
B000716,G03793,H01161,L02261,1,37,266.9,cancelled,guest
B000717,G03043,H00643,L02013,6,18,1937.83,completed,none
B000718,G02378,H01406,L02075,5,38,575.94,completed,none
B000719,G01921,H01148,L00343,4,12,893.62,completed,none
B000720,G00391,H00486,L02072,1,27,146.58,completed,none
B000721,G03336,H01067,L00765,6,11,1801.87,active,none
B000722,G01433,H00607,L01441,8,27,2289.61,completed,none
B000723,G00953,H00558,L00316,9,20,1841.5,completed,none
B000724,G00608,H01434,L02872,8,1,2180.78,completed,none
B000725,G02038,H01481,L02284,2,24,355.05,completed,none
B000726,G02438,H01226,L02055,1,21,278.15,cancelled,guest
B000727,G03485,H00427,L00938,6,27,618.35,completed,none
B000728,G00684,H00241,L02279,7,11,636.9,active,none
B000729,G02792,H01438,L00366,8,5,1443.41,active,none
B000730,G02697,H00689,L02061,5,1,1050.06,completed,none
B000731,G00114,H00075,L02305,5,27,869.68,cancelled,host
B000732,G01984,H00279,L00759,2,29,432.12,completed,none
B000733,G01336,H00490,L00423,5,38,703.35,completed,none
B000734,G03932,H00063,L00919,9,9,2432.63,active,none
B000735,G00571,H00165,L00490,6,11,1702.93,completed,none
B000736,G03434,H01181,L01218,4,2,902.22,completed,none
B000737,G02946,H01149,L02816,9,24,1362.08,completed,none
B000738,G00045,H00173,L02459,1,33,222.01,active,none
B000739,G00671,H00798,L01049,1,8,209.4,completed,none
B000740,G00502,H00199,L01434,7,6,1416.1,completed,none
B000741,G01758,H00008,L00777,6,43,1066.01,completed,none
B000742,G03395,H01475,L00886,8,14,984.65,completed,none
B000743,G00541,H00388,L01082,4,4,599.81,completed,none
B000744,G00591,H01494,L01959,4,24,617.11,completed,none
B000745,G00553,H00710,L01239,7,37,1718.98,completed,none
B000746,G00367,H00330,L02296,4,5,674.55,cancelled,guest
B000747,G00146,H00297,L01644,4,24,989.97,completed,none
B000748,G01959,H00031,L02034,1,23,162.77,completed,none
B000749,G02291,H00061,L00381,6,34,1930.38,completed,none
B000750,G03193,H01071,L00640,5,0,2361.47,completed,none
B000751,G00702,H01168,L02702,3,19,662.56,active,none
B000752,G02462,H00058,L02503,6,15,1159.14,active,none
B000753,G02308,H00925,L01292,9,6,3392.93,completed,none
B000754,G03056,H00641,L02201,3,26,618.7,completed,none
B000755,G03562,H01491,L01140,5,30,492.69,completed,none
B000756,G02755,H00402,L01536,4,42,1045.56,completed,none
B000757,G03382,H00203,L01540,2,4,561.54,cancelled,guest
B000758,G01729,H00302,L01704,2,30,220.35,cancelled,guest
B000759,G01855,H00975,L00459,3,2,374.71,completed,none
B000760,G03283,H00398,L00568,1,34,280.7,completed,none
B000761,G00432,H01476,L00897,9,7,2177.32,completed,none
B000762,G00061,H00495,L00327,2,5,572.9,completed,none
B000763,G01264,H00670,L02780,3,-2,708.79,active,none
B000764,G00832,H01392,L02390,3,37,686.02,completed,none
B000765,G03537,H00739,L01390,7,14,977.99,completed,none
B000766,G02147,H01377,L00828,5,11,690.79,completed,none
B000767,G00731,H00837,L00804,3,27,298.51,active,none
B000768,G01556,H01222,L00847,3,18,524.41,cancelled,host
B000769,G01927,H00064,L02986,6,34,823.68,completed,none
B000770,G02309,H00764,L00607,5,18,327.03,cancelled,guest
B000771,G01962,H01487,L02764,9,6,2820.77,completed,none
B000772,G03637,H00102,L01285,4,17,1072.23,active,none
B000773,G00913,H01392,L02390,7,9,1722.56,cancelled,host
B000774,G01444,H00015,L00447,6,27,645.74,completed,none
B000775,G00206,H00337,L02674,3,-1,875.45,completed,none
B000776,G03823,H00141,L00571,8,1,1152.67,completed,none
B000777,G00646,H01068,L00188,1,29,195.69,completed,none
B000778,G01703,H00312,L02570,7,0,2686.12,completed,none
B000779,G03808,H00623,L02171,9,28,929.66,cancelled,guest
B000780,G00417,H00244,L00989,7,26,1563.36,completed,none
B000781,G02854,H00088,L01038,1,11,216.49,completed,none
B000782,G00443,H00592,L02768,1,21,1186.95,completed,none
B000783,G01483,H00605,L02781,6,29,1191.99,completed,none
B000784,G02130,H00295,L00277,7,10,939.49,completed,none
B000785,G02990,H00884,L02254,6,15,920.3,completed,none
B000786,G00527,H00324,L00258,7,19,1406.89,completed,none
B000787,G01628,H00405,L00596,8,8,3285.66,completed,none
B000788,G02994,H00564,L01972,6,28,596.48,completed,none
B000789,G01608,H00583,L02431,3,43,597.51,completed,none
B000790,G00994,H01401,L01714,3,21,458.14,completed,none
B000791,G00846,H00744,L00178,5,2,1071.28,completed,none
B000792,G01670,H00217,L02157,4,5,1003.35,completed,none
B000793,G02309,H01101,L02184,7,10,1040.35,completed,none
B000794,G02557,H00755,L02541,7,41,1180.42,completed,none
B000795,G01434,H00290,L02539,7,11,994.23,completed,none
B000796,G03465,H00610,L01663,9,7,1440.32,completed,none
B000797,G01212,H01238,L00180,2,20,224.11,completed,none
B000798,G00660,H00736,L02958,6,10,1386.63,cancelled,host
B000799,G03143,H00367,L00661,4,0,1412.85,active,none
B000800,G00703,H00777,L00096,6,7,2257.23,completed,none
B000801,G01682,H01030,L01199,3,36,897.33,cancelled,guest
B000802,G00669,H01128,L02132,2,23,283.14,completed,none
B000803,G01779,H00209,L01493,4,31,575.15,completed,none
